#;index;tconst;titleType;originalTitle;isAdult;startYear;runtimeMinutes;averageRating;numVotes;ordering;region;language;types;attributes;isOriginalTitle;main_genre;secondary_genre
5833;7545;tt9184982;tvSeries;Tribes of Europa;0;2021;\N;6.7;13185;9;IN;en;imdbDisplay;\N;0;Action;Adventure
5834;7546;tt9184986;tvSeries;Barbarians;0;2020;280;7.2;28684;29;IN;en;imdbDisplay;\N;0;Action;Adventure
5835;7547;tt9184994;tvSeries;How to Sell Drugs Online (Fast);0;2019;30;7.8;36678;7;IN;en;imdbDisplay;\N;0;Comedy;Crime
5836;7549;tt9198364;movie;Three Thousand Years of Longing;0;2022;108;6.7;50233;55;IN;en;imdbDisplay;\N;0;Drama;Fantasy
5837;7550;tt9203832;movie;Fireball: Visitors from Darker Worlds;0;2020;97;7.0;3346;13;IN;en;imdbDisplay;\N;0;Documentary;No tiene
5838;7551;tt9211804;movie;Quick;0;2019;132;6.7;3976;4;IN;en;imdbDisplay;\N;0;Crime;Drama
5839;7552;tt9214684;tvSeries;Home Economics;0;2021;30;6.9;5429;23;IN;en;imdbDisplay;\N;0;Comedy;No tiene
5840;7554;tt9223870;tvSeries;Woke;0;2020;25;6.7;3563;3;IN;en;imdbDisplay;\N;0;Comedy;No tiene
5841;7555;tt9225192;movie;Seongnan hwangso;0;2018;116;6.6;3999;27;IN;en;imdbDisplay;\N;0;Action;Crime
5842;7556;tt9231040;movie;First Cow;0;2019;122;7.1;20179;9;IN;en;imdbDisplay;\N;0;Drama;Western
5843;7557;tt9242528;movie;The Survivor;0;2021;129;6.7;5225;10;IN;en;imdbDisplay;\N;0;Biography;Drama
5844;7558;tt9243804;movie;The Green Knight;0;2021;130;6.6;108445;14;IN;en;imdbDisplay;\N;0;Adventure;Drama
5845;7559;tt9243946;movie;El Camino: A Breaking Bad Movie;0;2019;122;7.3;269745;1;IN;en;imdbDisplay;\N;0;Action;Crime
5846;7560;tt9244556;tvMiniSeries;Mrs. America;0;2020;458;7.9;12798;11;IN;en;imdbDisplay;\N;0;Biography;Drama
5847;7561;tt9244578;tvSeries;Rise of Empires: Ottoman;0;2020;44;7.9;28630;29;IN;en;imdbDisplay;\N;0;Documentary;Drama
5848;7562;tt9248940;movie;Dream Girl;0;2019;132;7.0;15242;1;IN;en;imdbDisplay;\N;0;Comedy;Romance
5849;7563;tt9248952;movie;Jawaani Jaaneman;0;2020;119;6.5;8058;15;IN;en;imdbDisplay;\N;0;Comedy;Drama
5850;7564;tt9248972;movie;Mission Mangal;0;2019;130;6.5;16808;10;IN;en;imdbDisplay;\N;0;Drama;History
5851;7565;tt9251798;tvSeries;Ragnarok;0;2020;45;7.5;40455;18;IN;en;imdbDisplay;\N;0;Action;Drama
5852;7566;tt9252156;tvSeries;Departure;0;2019;45;6.9;15772;14;IN;en;imdbDisplay;\N;0;Drama;Mystery
5853;7567;tt9252468;movie;Mosul;0;2019;86;7.1;28711;31;IN;en;imdbDisplay;\N;0;Action;Drama
5854;7568;tt9253284;tvSeries;Andor;0;2022;40;8.4;141619;25;IN;en;imdbDisplay;\N;0;Action;Adventure
5856;7570;tt9257258;tvSeries;Kevin Can F**k Himself;0;2021;45;7.1;9863;30;IN;en;imdbDisplay;\N;0;Comedy;Drama
5857;7571;tt9260636;movie;Bigil;0;2019;179;6.7;22627;12;IN;en;imdbDisplay;\N;0;Action;Drama
5858;7572;tt9263550;movie;Rocketry: The Nambi Effect;0;2022;157;8.8;54001;16;IN;en;imdbDisplay;\N;0;Biography;Drama
5860;7575;tt9271408;movie;Uyare;0;2019;125;8.0;3832;2;IN;en;imdbDisplay;\N;0;Drama;No tiene
5861;7577;tt9288030;tvSeries;Reacher;0;2022;49;8.1;142392;4;IN;en;imdbDisplay;\N;0;Action;Crime
5862;7578;tt9288046;movie;The Sea Beast;0;2022;115;7.0;52908;48;IN;en;imdbDisplay;\N;0;Adventure;Animation
5863;7579;tt9288776;movie;Bai She: Yuan qi;0;2019;99;7.0;4857;8;IN;en;imdbDisplay;\N;0;Action;Adventure
5864;7580;tt9288822;movie;The Wonder;0;2022;108;6.6;38314;30;IN;en;imdbDisplay;\N;0;Drama;Mystery
5865;7581;tt9304350;tvSeries;Fruits Basket;0;2019;24;8.6;7592;14;IN;en;imdbDisplay;\N;0;Animation;Comedy
5866;7582;tt9307686;tvSeries;Fire Force;0;2019;23;7.6;9180;16;IN;en;imdbDisplay;\N;0;Action;Animation
5867;7583;tt9307990;tvSeries;Lincoln Rhyme: Hunt for the Bone Collector;0;2020;43;6.8;5696;16;IN;en;imdbDisplay;\N;0;Crime;Drama
5868;7584;tt9308346;tvMiniSeries;The Plot Against America;0;2020;374;7.3;10616;23;IN;en;imdbDisplay;\N;0;Drama;Thriller
5869;7585;tt9308682;tvMiniSeries;The Liberator;0;2020;\N;7.6;6711;3;IN;en;imdbDisplay;\N;0;Action;Animation
5870;7586;tt9310328;movie;Altered Carbon: Resleeved;0;2020;74;6.5;6594;14;IN;en;imdbDisplay;\N;0;Action;Animation
5871;7587;tt9310336;tvSeries;Trese;0;2021;33;7.0;4441;13;IN;en;imdbDisplay;\N;0;Action;Adventure
5872;7588;tt9310372;tvSeries;Typewriter;0;2019;48;6.5;4119;15;IN;en;imdbDisplay;\N;0;Horror;Mystery
5873;7589;tt9310390;tvSeries;The Duchess;0;2020;30;6.7;5813;10;IN;en;imdbDisplay;\N;0;Comedy;Drama
5874;7590;tt9315054;tvSeries;Next;0;2020;\N;6.7;5439;22;IN;en;imdbDisplay;\N;0;Crime;Drama
5875;7591;tt9319668;tvSeries;1899;0;2022;60;7.3;99357;14;IN;en;imdbDisplay;\N;0;Drama;Horror
5876;7592;tt9319826;movie;Jungle Cry;0;2022;117;7.4;5899;5;IN;en;imdbDisplay;\N;0;Drama;Sport
5877;7593;tt9319874;movie;Maara;0;2021;149;7.5;4062;4;IN;en;imdbDisplay;\N;0;Adventure;Drama
5878;7594;tt9320140;movie;The Man with the Answers;0;2021;80;6.8;3322;21;IN;en;imdbDisplay;\N;0;Drama;Romance
5879;7595;tt9324742;tvSeries;Chapter 2;0;2018;44;8.5;3359;2;IN;en;imdbDisplay;\N;0;Drama;No tiene
5880;7596;tt9325320;tvSeries;Ãlska mig;0;2019;45;7.8;3338;10;IN;en;imdbDisplay;\N;0;Comedy;Drama
5881;7597;tt9327706;tvSeries;Calls;0;2021;12;7.7;6379;10;IN;en;imdbDisplay;\N;0;Animation;Drama
5883;7599;tt9340526;tvSeries;P-Valley;0;2020;60;7.4;10807;32;IN;en;imdbDisplay;\N;0;Crime;Drama
5884;7600;tt9340860;movie;Let Him Go;0;2020;113;6.7;32361;37;IN;en;imdbDisplay;\N;0;Crime;Drama
5885;7601;tt9348692;tvSeries;Criminal: UK;0;2019;43;7.6;20091;13;IN;en;imdbDisplay;\N;0;Crime;Drama
5886;7602;tt9351980;movie;American Factory;0;2019;110;7.4;23016;2;IN;en;imdbDisplay;\N;0;Documentary;No tiene
5887;7603;tt9358228;movie;Untouchable;0;2019;98;6.7;3072;7;IN;en;imdbDisplay;\N;0;Biography;Crime
5888;7604;tt9359220;tvSeries;Young Wallander;0;2020;\N;6.9;12714;21;IN;en;imdbDisplay;\N;0;Crime;Drama
5889;7606;tt9362722;movie;Spider-Man: Across the Spider-Verse;0;2023;140;8.9;164906;12;IN;en;imdbDisplay;\N;0;Action;Adventure
5890;7607;tt9376612;movie;Shang-Chi and the Legend of the Ten Rings;0;2021;132;7.4;406420;10;IN;en;imdbDisplay;\N;0;Action;Adventure
5891;7608;tt9381622;tvSeries;Special;0;2019;15;7.6;9975;15;IN;en;imdbDisplay;\N;0;Comedy;Drama
5892;7609;tt9389998;movie;Pushpa: The Rise - Part 1;0;2021;179;7.6;81064;14;IN;en;imdbDisplay;\N;0;Action;Crime
5893;7610;tt9398466;tvSeries;Delhi Crime;0;2019;50;8.5;24682;11;IN;en;imdbDisplay;\N;0;Crime;Drama
5894;7613;tt9411972;movie;Where the Crawdads Sing;0;2022;125;7.2;100818;64;IN;en;imdbDisplay;\N;0;Drama;Mystery
5895;7614;tt9412098;movie;Fyre;0;2019;97;7.2;49926;10;IN;en;imdbDisplay;\N;0;Crime;Documentary
5896;7615;tt9418572;tvSeries;Bless This Mess;0;2019;30;6.9;4508;19;IN;en;imdbDisplay;\N;0;Comedy;No tiene
5897;7616;tt9418812;movie;Hello World;0;2019;97;6.7;3494;19;IN;en;imdbDisplay;\N;0;Animation;Comedy
5898;7617;tt9418878;movie;Kiz Kardesler;0;2019;108;7.4;4451;6;IN;en;imdbDisplay;\N;0;Drama;No tiene
5899;7619;tt9420648;movie;Bala;0;2019;133;7.3;15416;1;IN;en;imdbDisplay;\N;0;Comedy;No tiene
5900;7620;tt9421868;tvSeries;Selena: The Series;0;2020;40;6.9;4798;3;IN;en;imdbDisplay;\N;0;Biography;Drama
5901;7621;tt9425132;tvMiniSeries;Conversations with a Killer: The Ted Bundy Tapes;0;2019;236;7.7;31691;8;IN;en;imdbDisplay;\N;0;Biography;Crime
5902;7622;tt9426210;movie;Tenki no ko;0;2019;112;7.5;48605;50;IN;en;imdbDisplay;\N;0;Animation;Drama
5903;7623;tt9430698;movie;One Piece: Stampede;0;2019;101;7.5;6962;20;IN;en;imdbDisplay;\N;0;Action;Adventure
5904;7624;tt9432978;tvSeries;Kota Factory;0;2019;45;9.0;75358;21;IN;en;imdbDisplay;\N;0;Comedy;Drama
5905;7626;tt9446688;tvSeries;I Am Not Okay with This;0;2020;30;7.5;68783;24;IN;en;imdbDisplay;\N;0;Comedy;Drama
5906;7627;tt9447956;tvSeries;The Fame Game;0;2022;45;6.8;21972;23;IN;en;imdbDisplay;\N;0;Drama;Mystery
5907;7631;tt9466596;tvSeries;Den som drÃ¦ber - Fanget af mÃ¸rket;0;2019;45;7.5;5054;11;IN;en;imdbDisplay;\N;0;Crime;Thriller
5908;7633;tt9471404;tvSeries;The Chosen;0;2017;54;9.3;37699;37;IN;en;imdbDisplay;\N;0;Drama;History
5909;7635;tt9472282;tvSeries;DNA;0;2019;321;7.4;3155;7;IN;en;imdbDisplay;\N;0;Crime;Drama
5910;7636;tt9477520;movie;Asuran;0;2019;141;8.4;31420;1;IN;en;imdbDisplay;\N;0;Action;Drama
5911;7638;tt9495224;movie;Black Mirror: Bandersnatch;0;2018;90;7.1;131835;4;IN;en;imdbDisplay;\N;0;Drama;Fantasy
5912;7639;tt9498102;tvSeries;Rust Valley Restorers;0;2018;38;7.7;3189;4;IN;en;imdbDisplay;\N;0;Documentary;No tiene
5913;7640;tt9506474;movie;Sala samobÃ³jcÃ³w. Hejter;0;2020;135;7.1;16645;9;IN;en;imdbDisplay;\N;0;Drama;Thriller
5914;7641;tt9522080;movie;Papicha;0;2019;108;7.1;3324;21;IN;en;imdbDisplay;\N;0;Drama;No tiene
5915;7642;tt9522300;tvSeries;Kaguya-sama wa kokurasetai ~ Tensai tachi no ren'ai zunÃ´ sen ~;0;2019;24;8.5;16920;11;IN;en;imdbDisplay;\N;0;Animation;Comedy
5916;7645;tt9529546;tvSeries;Tate no Yuusha no Nariagari;0;2019;24;7.9;15311;17;IN;en;imdbDisplay;\N;0;Action;Adventure
5918;7647;tt9541602;movie;Geukhanjikeob;0;2019;111;7.0;11817;4;IN;en;imdbDisplay;\N;0;Action;Comedy
5919;7648;tt9544034;tvSeries;The Family Man;0;2019;45;8.7;91918;26;IN;en;imdbDisplay;\N;0;Action;Comedy
5920;7649;tt9561862;tvSeries;Love, Death & Robots;0;2019;15;8.4;181295;44;IN;en;imdbDisplay;\N;0;Action;Adventure
5921;7651;tt9569546;tvMiniSeries;Halston;0;2021;240;7.5;16102;13;IN;en;imdbDisplay;\N;0;Biography;Drama
5922;7652;tt9569610;movie;Kaagaz;0;2021;109;7.3;9182;3;IN;en;imdbDisplay;\N;0;Biography;Comedy
5923;7653;tt9573980;movie;Leaving Neverland;0;2019;240;7.0;30453;4;IN;en;imdbDisplay;\N;0;Documentary;No tiene
5924;7655;tt9580138;movie;Mortal Kombat Legends: Scorpion's Revenge;0;2020;80;7.4;18592;23;IN;en;imdbDisplay;\N;0;Action;Adventure
5925;7658;tt9586294;movie;Shaonian de ni;0;2019;135;7.6;11374;31;IN;en;imdbDisplay;\N;0;Crime;Drama
5926;7659;tt9601220;movie;Black Bear;0;2020;104;6.5;14573;10;IN;en;imdbDisplay;\N;0;Comedy;Drama
5927;7661;tt9612102;tvSeries;Exit;0;2019;30;8.2;12082;10;IN;en;imdbDisplay;\N;0;Crime;Drama
5928;7662;tt9612516;tvSeries;Space Force;0;2020;30;6.7;68053;20;IN;en;imdbDisplay;\N;0;Comedy;No tiene
5929;7663;tt9620288;movie;King Richard;0;2021;144;7.5;123572;51;IN;en;imdbDisplay;\N;0;Biography;Drama
5930;7664;tt9620292;movie;Promising Young Woman;0;2020;113;7.5;189575;34;IN;en;imdbDisplay;\N;0;Crime;Drama
5931;7665;tt9633480;movie;Uppena;0;2021;147;6.5;4136;7;IN;en;imdbDisplay;\N;0;Action;Drama
5932;7666;tt9639470;movie;Last Night in Soho;0;2021;116;7.0;152815;24;IN;en;imdbDisplay;\N;0;Drama;Horror
5933;7667;tt9642938;tvSeries;Unsolved Mysteries;0;2020;45;7.3;11713;25;IN;en;imdbDisplay;\N;0;Crime;Documentary
5934;7668;tt9642982;tvMiniSeries;Belgravia;0;2020;60;7.5;7299;24;IN;en;imdbDisplay;\N;0;Drama;Romance
5935;7669;tt9644058;tvSeries;Guilt;0;2019;57;7.4;4823;16;IN;en;imdbDisplay;\N;0;Comedy;Crime
5936;7670;tt9652782;movie;Bait;0;2019;89;7.1;4949;7;IN;en;imdbDisplay;\N;0;Drama;No tiene
5937;7671;tt9660502;movie;Close;0;2022;104;7.8;24355;17;IN;en;imdbDisplay;\N;0;Drama;No tiene
5938;7672;tt9675464;movie;Gang Leader;0;2019;155;7.6;4223;9;IN;en;imdbDisplay;\N;0;Action;Comedy
5939;7673;tt9675716;movie;Nerkonda Paarvai;0;2019;157;7.8;10411;2;IN;en;imdbDisplay;\N;0;Action;Crime
5940;7674;tt9677638;tvSeries;BjÃ¶rnstad;0;2020;288;7.1;3686;18;IN;en;imdbDisplay;\N;0;Crime;Drama
5941;7675;tt9679542;tvSeries;Dokutaa Sutoon;0;2019;24;8.1;23797;11;IN;en;imdbDisplay;\N;0;Action;Adventure
5942;7677;tt9681686;movie;Chhello Show;0;2021;110;7.5;4038;11;IN;en;imdbDisplay;\N;0;Drama;No tiene
5943;7678;tt9683478;movie;The Half of It;0;2020;104;6.9;40700;33;IN;en;imdbDisplay;\N;0;Comedy;Drama
5944;7679;tt9684220;movie;Bad Trip;0;2021;86;6.5;26321;20;IN;en;imdbDisplay;\N;0;Comedy;No tiene
5945;7680;tt9686194;tvSeries;War of the Worlds;0;2019;49;6.5;16450;27;IN;en;imdbDisplay;\N;0;Drama;Mystery
5946;7681;tt9686708;movie;The King of Staten Island;0;2020;136;7.1;73011;40;IN;en;imdbDisplay;\N;0;Comedy;Drama
5947;7682;tt9698442;tvMiniSeries;Behind Her Eyes;0;2021;298;7.2;68212;10;IN;en;imdbDisplay;\N;0;Drama;Mystery
5948;7683;tt9698480;tvMiniSeries;The Stranger;0;2020;363;7.3;54524;1;IN;en;imdbDisplay;\N;0;Crime;Drama
5949;7684;tt9704568;tvMiniSeries;Deadwater Fell;0;2020;184;6.5;8343;16;IN;en;imdbDisplay;\N;0;Crime;Drama
5950;7686;tt9731242;tvSeries;El desorden que dejas;0;2020;56;6.8;10039;11;IN;en;imdbDisplay;\N;0;Crime;Drama
5951;7687;tt9731288;tvSeries;Valeria;0;2020;47;6.6;6872;20;IN;en;imdbDisplay;\N;0;Adventure;Comedy
5952;7688;tt9731534;movie;The Night House;0;2020;107;6.5;60698;31;IN;en;imdbDisplay;\N;0;Horror;Mystery
5953;7689;tt9735318;tvMiniSeries;The Beatles: Get Back;0;2021;468;9.0;25210;22;IN;en;imdbDisplay;\N;0;Biography;Documentary
5954;7690;tt9735470;movie;Little Fish;0;2020;101;6.9;6418;14;IN;en;imdbDisplay;\N;0;Drama;Romance
5955;7692;tt9738784;movie;Persischstunden;0;2020;127;7.4;10441;23;IN;en;imdbDisplay;\N;0;Drama;War
5956;7693;tt9742334;movie;Brochevarevarura;0;2019;138;8.0;4299;1;IN;en;imdbDisplay;\N;0;Comedy;No tiene
5957;7694;tt9742936;tvSeries;FBI: Most Wanted;0;2020;45;6.9;9482;20;IN;en;imdbDisplay;\N;0;Action;Crime
5958;7695;tt9747594;movie;Jipuragirado jabgo sipeun jibseungdeul;0;2020;108;7.0;5140;21;IN;en;imdbDisplay;\N;0;Crime;Drama
5959;7696;tt9764362;movie;The Menu;0;2022;107;7.2;327805;48;IN;en;imdbDisplay;\N;0;Comedy;Horror
5960;7697;tt9764386;tvSeries;30 Monedas;0;2020;60;7.1;8092;27;IN;en;imdbDisplay;\N;0;Drama;Fantasy
5961;7698;tt9766332;movie;Atrangi Re;0;2021;138;6.5;27188;23;IN;en;imdbDisplay;\N;0;Comedy;Drama
5962;7699;tt9770150;movie;Nomadland;0;2020;107;7.3;171554;47;IN;en;imdbDisplay;\N;0;Drama;No tiene
5963;7700;tt9772374;movie;Bloody Hell;0;2020;93;6.6;8971;6;IN;en;imdbDisplay;\N;0;Action;Comedy
5964;7701;tt9777644;movie;Da 5 Bloods;0;2020;154;6.5;53581;24;IN;en;imdbDisplay;\N;0;Adventure;Drama
5965;7702;tt9777666;movie;The Tomorrow War;0;2021;138;6.5;215788;3;IN;en;imdbDisplay;\N;0;Action;Adventure
5966;7704;tt9779516;movie;I Still Believe;0;2020;116;6.5;12825;33;IN;en;imdbDisplay;\N;0;Biography;Drama
5967;7705;tt9780442;tvSeries;RuPaul's Drag Race UK;0;2019;60;8.5;4360;4;IN;en;imdbDisplay;\N;0;Game-Show;Reality-TV
5968;7706;tt9784798;movie;Judas and the Black Messiah;0;2021;126;7.4;86124;36;IN;en;imdbDisplay;\N;0;Biography;Drama
5969;7707;tt9788012;tvSeries;Traces;0;2019;45;7.0;5837;4;IN;en;imdbDisplay;\N;0;Crime;Mystery
5970;7708;tt9789660;tvSeries;Transformers: War for Cybertron;0;2020;30;7.2;3956;7;IN;en;imdbDisplay;\N;0;Action;Adventure
